text,label,origin
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,real
Do you hide anythiing or keeping distance from me,0,real
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0,real
Lol. Well quality aint bad at all so i aint complaining,0,real
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,real
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0,real
Your OTP for ICICI Bank NetBanking login is 976686. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0,real
Am going to take bath ill place the key in window:-),0,real
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,real
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",0,real
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,real
"I'd say that's a good sign but, well, you know my track record at reading women",0,real
No prob. I will send to your email.,0,real
You've received a cashback of Rs.50000. Pay Rs.99 activation fee to unlock it.,1,synthetic
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
Your UPI Autopay mandate for Rs.4999 to Netflix is due on 08-11-26.,0,synthetic
"Sorry da thangam, very very sorry i am held up with prasad.",0,real
Or ill be a little closer like at the bus stop on the same street,0,real
Nan sonathaya soladha. Why boss?,0,real
"When you get free, call me",0,real
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,real
will you like to be spoiled? :),0,real
What happened in interview?,0,real
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
This is Kotak Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,real
Your Kotak Bank Credit Card statement of Rs.50000 is generated. Due date 14-02-26.,0,synthetic
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,real
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,real
Your Kotak Bank Credit Card statement of Rs.199 is generated. Due date 03-03-26.,0,synthetic
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,real
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,real
R u here yet? I'm wearing blue shirt n black pants.,0,real
Studying. But i.ll be free next weekend.,0,real
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,real
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,real
Oh dang! I didn't mean o send that to you! Lol!,0,real
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,real
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,real
Your SBI Credit Card statement of Rs.99 is generated. Due date 03-09-26.,0,synthetic
I'm going for bath will msg you next  &lt;#&gt;  min..,0,real
Rs.199 withdrawn from ATM **3314 on 03-04-26. Avl bal Rs.55090. Not you? Call 1800482986.,0,synthetic
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,real
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,real
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,real
I have sent Rs.199 to your account by mistake. Please accept the collect request to return it.,1,synthetic
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,real
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,real
You've received a cashback of Rs.2499. Pay Rs.99 activation fee to unlock it.,1,synthetic
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,real
WHAT TIME U WRKIN?,0,real
I dont understand your message.,0,real
You call him now ok i said call him,0,real
Match started.india  &lt;#&gt;  for 2,0,real
Might ax well im there.,0,real
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0,real
I had askd u a question some hours before. Its answer,0,real
Rs.99.00 debited from a/c **4679 on 19-09-26 to VPA shop745@oksbi. Avl bal Rs.55298.00. Not you? Call 1800181066.,0,synthetic
Dun need to use dial up juz open da browser n surf...,0,real
Nope thats fine. I might have a nap tho! ,0,real
Good Morning my Dear........... Have a great &amp; successful day.,0,real
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0,real
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0,real
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",0,real
Yup i'm free...,0,real
Your UPI Autopay mandate for Rs.999 to Swiggy is due on 17-12-26.,0,synthetic
Rs.2499.00 debited from a/c **2021 on 08-08-26 to VPA merchant924@oksbi. Avl bal Rs.80454.00. Not you? Call 1800894133.,0,synthetic
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
Oh... Okie lor...We go on sat... ,0,real
Job offer: Earn Rs.499/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0,real
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1,real
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1,real
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,real
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
"Like  &lt;#&gt; , same question",0,real
Ugh my leg hurts. Musta overdid it on mon.,0,real
Ok lor but not too early. Me still having project meeting now.,0,real
Do you know when the result.,0,real
Dont worry. I guess he's busy.,0,real
Recharge successful! Rs.99 plan activated. Enjoy uninterrupted service.,0,synthetic
"Sorry, wrong UPI ID. Please approve the collect request I just sent so I can get my money back.",1,synthetic
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,real
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,real
"Sorry, I'll call later",0,real
Send me your resume:-),0,real
Hey i've booked the 2 lessons on sun liao...,0,real
Ok i'm coming home now.,0,real
Webpage s not available!,0,real
You've always been the brainy one.,0,real
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,real
Omg it could snow here tonite!,0,real
Wah lucky man... Then can save money... Hee...,0,real
Anything lar...,0,real
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0,real
Yes... I trust u to buy new stuff ASAP so I can try it out,0,real
Did u got that persons story,0,real
You have 1 new message. Please call 08718738034.,1,real
Your ICICI Bank Credit Card statement of Rs.4999 is generated. Due date 26-05-26.,0,synthetic
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0,real
"Yeah that's what I thought, lemme know if anything's goin on later",0,real
You have 1 new voicemail. Please call 08719181503,1,real
Also track down any lighters you can find,0,real
Just glad to be talking to you.,0,real
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,0,real
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0,real
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,real
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,1,real
Ok i've sent u da latest version of da project.,0,real
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,real
Do well :)all will for little time. Thing of good times ahead:,0,real
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1,real
Your UPI PIN needs verification. Enter your PIN here: kyc-update.in/verify,1,synthetic
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0,real
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,real
Haf u eaten? Wat time u wan me 2 come?,0,real
"K, I might come by tonight then if my class lets out early",0,real
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,real
Tell them u have a headache and just want to use 1 hour of sick time.,0,real
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,0,real
Your electricity connection will be disconnected tonight. Pay Rs.50000 now to avoid disconnection: kyc-update.in/verify,1,synthetic
My uncles in Atlanta. Wish you guys a great semester.,0,real
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,real
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,real
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0,real
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,real
Your HDFC Bank Credit Card statement of Rs.999 is generated. Due date 01-03-26.,0,synthetic
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0,real
I've got it down to a tea. not sure which flavour,0,real
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,real
